10,7
20,43
30,10
40,15
50,120
60,22
70,13
80,63
90,35
100,29
110,30
120,57
130,37
140,117
150,9
160,74
170,9
180,40
190,120
200,550
210,70
220,36
230,28
240,93
250,385
260,30
270,38
280,3
290,88
300,8
310,10
320,47
330,39
340,49
350,228
360,37
370,105
380,274
390,5
400,10
410,150
420,114
430,476
440,4
450,10
460,24
470,27
480,15
490,43
