10,7
20,23
30,20
40,15
50,60
60,22
70,13
80,63
90,35
100,25
110,30
120,47
130,37
140,97
150,45
160,64
170,9
180,40
190,80
200,330
210,80
220,56
230,38
240,73
250,285
260,20
270,38
280,33
290,68
300,8
310,10
320,37
330,29
340,39
350,158
360,37
370,75
380,194
390,5
400,10
410,120
420,104
430,406
440,4
450,10
460,24
470,17
480,25
490,33
