10,5
20,10
30,16
40,18
50,14
60,17
70,17
80,20
90,29
100,25
110,31
120,28
130,31
140,32
150,34
160,40
170,38
180,46
190,42
200,57
210,59
220,62
230,67
240,69
250,74
260,140
270,97
280,96
290,144
300,63
310,77
320,93
330,70
340,71
350,74
360,76
370,78
380,79
390,86
400,83
410,86
420,88
430,166
440,92
450,94
460,96
470,98
480,100
490,102
